ZONA,Provincia,CodigodeProvincia,Canton,CodigodeCanton,Parroquia,CodigodeParroquia,CodigoInstitucion,NombreInstitucion,TipodeEducacion,NivelEducacion,Sostenimiento,ZonaINEC,RegimenEscolar,Jurisdiccion,Modallidad,Jornada,Tenenciadelinmueble,FormaAcceso,Docentes_Femenino,Docentes_Masculino,Total_Docentes,Estudiantes_Femenino,Estudiantes_Masculino,Total_Estudiantes,Estudiantes_Docentes
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,SANTO DOMINGO DE LOS COLORADOS,230106,23H00414,"COLEGIO DE BACHILLERATO PARTICULAR PCEI ""INTERNACIONAL""",Educación Especial,Bachillerato,Particular Laico,UrbanaINEC,Costa,Hispana,Semipresencial,Matutina,Propio,Terrestre,1,3,4,5,45,50,12.5
ZONA 7,LOJA,11,PALTAS,1109,CANGONAMA,110951,11H01177,ESCUELA DE EDUCACION BASICA PEDRO VICTOR FALCONI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,3,7,7
ZONA 8,GUAYAS,9,GUAYAQUIL,901,FEBRES CORDERO,90104,09H00409,ESCUELA DE EDUCACION BASICA COMPLETA OTHON CASTILLO VELEZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,55,11,66,883,1022,1905,28.86363636
ZONA 1,ESMERALDAS,8,QUININDE,804,LA UNION,80455,08H01110,ESCUELA DE EDUCACION BASICA JOSE ANTONIO CALDERON,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,16,17,33,33
ZONA 9,PICHINCHA,17,QUITO,1701,CUMBAYA,170157,17H04310,CDIPI KINDERLAND,Educación Regular,Inicial,Particular Religioso,RuralINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,4,0,4,13,9,22,5.5
ZONA 1,ESMERALDAS,8,RIOVERDE,807,CHONTADURO,80751,08H01477,ESCUELA EGB FISCAL AUGUSTO MARTINEZ,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,18,26,26
ZONA 9,PICHINCHA,17,QUITO,1701,TUMBACO,170184,17H02103,DESPERTAR,Educación Regular,EGB y Bachillerato,Particular Laico,RuralINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,13,7,20,66,66,132,6.6
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01424,ESCUELA DE EDUCACION BASICA PARTICULAR  JUAN XXIII,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,10,4,14,176,219,395,28.21428571
ZONA 7,LOJA,11,SOZORANGA,1112,SOZORANGA,111250,11H01499,ESCUELA DE EDUCACION BASICA 6 DE DICIEMBRE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,9,9,18,18
ZONA 3,TUNGURAHUA,18,AMBATO,1801,HUACHI LORETO,180104,18H00079,UNIDAD EDUCATIVA GONZALEZ SUAREZ,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,39,16,55,520,832,1352,24.58181818
ZONA 7,LOJA,11,PINDAL,1114,PINDAL,111450,11H01678,ESCUELA DE EDUCACION BASICA NARCISA DE JESUS MARTILLO MORAN,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,7,5,12,12
ZONA 4,MANABI,13,CHONE,1303,RICAURTE,130356,13H01312,FRANCISCO ZAMBRANO LOOR,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,1,2,17,15,32,16
ZONA 4,MANABI,13,PORTOVIEJO,1301,12 DE MARZO,130102,13H00216,ESCUELA DE EDUCACION BASICA FISCAL CARLOS ZAMBRANO OREJUELA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,18,23,41,20.5
ZONA 9,PICHINCHA,17,QUITO,1701,SAN BARTOLO,170128,17H02923,ALFRED BINET,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,9,1,10,54,74,128,12.8
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,VALLE HERMOSO,230155,23H00610,VALLE HERMOSO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,27,16,43,488,509,997,23.18604651
ZONA 4,MANABI,13,MANTA,1308,TARQUI,130804,13H02433,UNIDAD EDUCATIVA FISCOMISIONAL SAN JOSE,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscomisional,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,34,29,63,648,886,1534,24.34920635
ZONA 6,AZUAY,1,CUENCA,101,SANT ANA,10164,01B00036,CECIB DE EDUCACIÓN BÁSICA  JUAN PEÑAFIEL,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,4,2,6,62,55,117,19.5
ZONA 9,PICHINCHA,17,QUITO,1701,LA MENA,170122,17H00398,UNIDAD EDUCATIVA ESPECIALIZADA FISCAL DE AUDICIÓN Y LENGUAJE ENRIQUETA SANTILLÁN,Educación Especial,"Inicial, Educación Básica y Bachillerato",Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Comodato,Terrestre,13,7,20,43,58,101,5.05
ZONA 4,MANABI,13,24 DE MAYO,1316,BELLAVISTA,131651,13H05380,ANTONIO JOSÉ DE SUCRE CEDEÑO CORTEZ,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,12,9,21,188,185,373,17.76190476
ZONA 5,LOS RIOS,12,QUEVEDO,1205,GUAYACAN,120504,12H00780,UNIDAD EDUCATIVA JOSE RODRIGUEZ LABANDERA,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutino y Nocturno,Propio,Terrestre,33,28,61,604,633,1237,20.27868852
ZONA 4,MANABI,13,PORTOVIEJO,1301,18 DE OCTUBRE,130108,13H00384,SANTO TOMAS,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,11,14,25,136,177,313,12.52
ZONA 6,AZUAY,1,CUENCA,101,CHAUCHA,10153,01B00021,ESCUELA DE EDUCACION BASICA SEIS DE JUNIO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,1,0,1,3,7,10,10
ZONA 8,GUAYAS,9,GUAYAQUIL,901,JUAN GOMEZ RENDON (PROGRESO),90152,09H02688,UNIDAD EDUCATIVA FISCAL PABLO WEBER CUBILLO,Educación Regular,EGB y Bachillerato,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,19,14,33,337,268,605,18.33333333
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SAN RAFAEL,170503,17H02466,HENRY DUNANT,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,10,6,16,103,126,229,14.3125
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01161,UNIDAD EDUCATIVA PARTICULAR SANTA ANA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,35,11,46,464,364,828,18
ZONA 4,MANABI,13,24 DE MAYO,1316,SUCRE,131650,13H03730,ESCUELA DE EDUCACION BASICA FISCAL LUIS AUGUSTO MENDOZA MOREIRA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,22,14,36,12
ZONA 7,EL ORO,7,PIÑAS,710,SAN ROQUE (AMBROSIO MALDONADO),71055,07H00989,ESCUELA DE EDUCACIÓN BÁSICA DR GUILLERMO GUZMAN AYORA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,2,3,23,14,37,12.33333333
ZONA 7,EL ORO,7,PASAJE,709,BOLIVAR,70901,07H00789,ESCUELA DE EDUCACIÓN BÁSICA ALBERTO HERDOIZA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,1,8,9,9
ZONA 9,PICHINCHA,17,QUITO,1701,MARISCAL SUCRE,170123,17H03661,CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA PARTICULAR ROCOTIN,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,0,5,20,16,36,7.2
ZONA 5,GUAYAS,9,EMPALME,908,GUAYAS (PUEBLO NUEVO),90851,09H05381,RECINTO SAN VICENTE (S/N),Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,7,5,12,12
ZONA 1,IMBABURA,10,OTAVALO,1004,SAN JOSE DE QUICHINCHE,100455,10B00122,ESCUELA DE EDUCACION BASICA DUCHICELA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,0,2,15,17,32,16
ZONA 5,GUAYAS,9,BALZAR,904,BALZAR,90450,09H03062,UNIDAD EDUCATIVA CIUDAD DE BALZAR,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,32,19,51,594,548,1142,22.39215686
ZONA 2,NAPO,15,CARLOS JULIO AROSEMENA TOLA,1509,CARLOS JULIO AROSEMENA TOLA,150950,15H00276,CIUDAD DE CUENCA,Educación Regular,Educación Básica,Fiscomisional,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,4,5,9,9
ZONA 4,MANABI,13,PAJAN,1310,LASCANO,131054,13H04075,MARIO TOALA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,1,3,22,35,57,19
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SANGOLQUI,170501,17H03604,ACADEMIA AERONAUTICA MAYOR PEDRO TRAVERSARI N 2,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,40,7,47,376,568,944,20.08510638
ZONA 5,BOLIVAR,2,GUARANDA,201,FACUNDO VELA,20151,02H00060,EEB GEACOMO ALBERTO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,5,13,13
ZONA 8,GUAYAS,9,SAMBORONDON,916,TARIFA,91651,09H04699,ESCUELA DE EDUCACIÓN BÁSICA FISCAL 12 DE OCTUBRE,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,3,3,6,6
ZONA 4,MANABI,13,JIPIJAPA,1306,SAN LORENZO DE JIPIJAPA,130603,13H01916,EUGENIO ESPEJO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,5,6,11,11
ZONA 4,MANABI,13,SUCRE,1314,LEONIDAS PLAZA GUTIERREZ,131402,13H04730,BERACA,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,11,1,12,148,135,283,23.58333333
ZONA 9,PICHINCHA,17,QUITO,1701,IÑAQUITO,170112,17H01010,UNIDAD EDUCATIVA FISCAL SAN FRANCISCO DE QUITO,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,66,20,86,1137,1061,2198,25.55813953
ZONA 4,MANABI,13,PORTOVIEJO,1301,SAN PABLO,130105,13H00487,CENTRO DE EDUCACION INICIAL FREDY FERNANDEZ SANCHEZ,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,2,0,2,17,15,32,16
ZONA 9,PICHINCHA,17,QUITO,1701,EL CONDADO,170110,17H02993,SOFIA GUTIERREZ,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,4,1,5,12,18,30,6
ZONA 8,GUAYAS,9,SAMBORONDON,916,SAMBORONDON,91601,09H04708,ESCUELA DE EDUCACIÓN BÁSICA FISCAL JORGE ICAZA CORONEL,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,7,9,16,16
ZONA 5,LOS RIOS,12,QUEVEDO,1205,SAN CAMILO,120502,12H00743,UNIDAD POPULAR,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,46,13,59,848,798,1646,27.89830508
ZONA 6,CAÑAR,3,CAÑAR,303,CHONTAMARCA,30351,03B00022,CECIB DE EDUCACION BASICA INTI RAYMI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Terrestre,0,1,1,3,5,8,8
ZONA 1,ESMERALDAS,8,QUININDE,804,CUBE,80451,08H00845,ESCUELA EGB FISCAL JULIO CESAR CONCHA,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,5,6,11,11
ZONA 4,MANABI,13,SANTA ANA,1313,SANTA ANA,131301,13H03231,QUITO,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,18,13,31,31
ZONA 7,LOJA,11,LOJA,1101,SAN SEBASTIAN,110102,11H02035,CENTRO DE EDUCACIÓN INICIAL PARTICULAR MY LITTLE FRIENDS,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,12,14,26,8.666666667
ZONA 3,TUNGURAHUA,18,SANTIAGO DE PILLARO,1808,CIUDAD NUEVA,180801,18H00553,LA INMACULADA,Educación Regular,Inicial y EGB,Fiscomisional,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,19,4,23,278,255,533,23.17391304
ZONA 1,ESMERALDAS,8,SAN LORENZO,805,SAN LORENZO,80550,08H01199,UNIDAD EDUCATIVA  FISCOMISIONAL 10 DE AGOSTO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscomisional,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,48,13,61,799,523,1322,21.67213115
ZONA 7,EL ORO,7,SANTA ROSA,712,SANTA ROSA,71201,07H01039,ESCUELA DE EDUCACIÓN BÁSICA JOSÉ MARÍA OLLAGUE PAREDES,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,8,2,10,98,90,188,18.8
ZONA 7,EL ORO,7,HUAQUILLAS,707,ECUADOR,70701,07H00695,COLEGIO DE BACHILLERATO REMIGIO GEO GOMEZ GUERRERO,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,33,21,54,531,499,1030,19.07407407
ZONA 6,AZUAY,1,CUENCA,101,HUAYNACAPAC,10107,01H01992,CENTRO DE EDUCACIÓN INICIAL PARTICULAR CRECER FELÍZ,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,6,0,6,29,26,55,9.166666667
ZONA 9,PICHINCHA,17,QUITO,1701,BELISARIO QUEVEDO,170101,17H03699,INSTITUCION EDUCATIVA PCEI COMPUINFORMATICA,Educación Regular,EGB y Bachillerato,Particular Religioso,UrbanaINEC,Costa,Hispana,Semipresencial,Matutina y Vespertina,Arriendo,Terrestre,5,5,10,93,96,189,18.9
ZONA 1,ESMERALDAS,8,ELOY ALFARO,802,TELEMBI,80261,08B00052,CECIB TYAIPI,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Bilingüe,Presencial,Matutina,Propio,Fluvial,0,3,3,40,30,70,23.33333333
ZONA 4,MANABI,13,EL CARMEN,1304,EL CARMEN,130401,13H01600,SANTA RITA,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,9,8,17,17
ZONA 1,IMBABURA,10,COTACACHI,1003,SAN FRANCISCO,100302,10H00284,LAS LOMAS,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,18,6,24,189,215,404,16.83333333
ZONA 4,MANABI,13,PORTOVIEJO,1301,18 DE OCTUBRE,130108,13H05440,CENTRO DE EDUCACION INICIAL CEIBO,Educación Regular,Inicial,Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Arriendo,Terrestre,7,0,7,15,32,47,6.714285714
ZONA 6,CAÑAR,3,AZOGUES,301,GUAPAN,30153,03H00106,UNIDAD EDUCATIVA GUAPAN,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,26,7,33,269,259,528,16
ZONA 8,GUAYAS,9,GUAYAQUIL,901,XIMENA,90114,09H06121,UNIDAD DE FORMACION ARTESANAL GUAYAQUIL,Popular Permanente,Educación Básica,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,6,7,13,0,36,36,2.769230769
ZONA 5,SANTA ELENA,24,LA LIBERTAD,2402,LA LIBERTAD,240250,24H00206,UNIDAD EDUCATIVA SEGUNDO CISNEROS ESPINOZA,Educación Regular,EGB y Bachillerato,Municipal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,10,8,18,151,197,348,19.33333333
ZONA 7,EL ORO,7,MACHALA,701,MACHALA,70102,07H00334,ESCUELA DE EDUCACIÓN BÁSICA  DR MANUEL BENJAMIN CARRIÓN MORA,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,20,1,21,295,313,608,28.95238095
ZONA 5,BOLIVAR,2,GUARANDA,201,SALINAS,20155,02H00136,EEB JOSE OROZCO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,15,11,26,26
ZONA 2,PICHINCHA,17,RUMIÑAHUI,1705,SANGOLQUI,170501,17H03224,MUNDO INFANTIL,Educación Regular,Inicial,Municipal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Prestado,Terrestre,3,1,4,27,34,61,15.25
ZONA 5,GUAYAS,9,SIMON BOLIVAR,922,SIMON BOLIVAR,92250,09H05115,UNIDAD EDUCATIVA ARSENIO LOPEZ,Educación Regular,EGB y Bachillerato,Fiscomisional,UrbanaINEC,Costa,Hispana,Presencial,Matutino y Nocturno,Prestado,Terrestre,22,14,36,527,530,1057,29.36111111
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H01780,CENTRO DE EDUCACION INICIAL PARTICULAR TERNURAS,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,5,1,6,49,55,104,17.33333333
ZONA 4,MANABI,13,OLMEDO,1318,OLMEDO,131850,13H04071,SAN VICENTE,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,9,17,17
ZONA 9,PICHINCHA,17,QUITO,1701,BELISARIO QUEVEDO,170101,17H04213,CDI SUEÑOS DE PAPEL,Educación Regular,Inicial,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Arriendo,Terrestre,4,0,4,13,19,32,8
ZONA 1,SUCUMBIOS,21,LAGO AGRIO,2101,NUEVA LOJA (LAGO AGRIO),210150,21H00090,TENIENTE HUGO ORTIZ GARCES,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,8,2,10,83,67,150,15
ZONA 4,SANTO DOMINGO DE LOS TSACHILAS,23,SANTO DOMINGO DE LOS TSACHILAS,2301,ABRAHAM CALAZACON,230101,23H00040,UNIDAD EDUCATIVA MENTOR GAMBOA COLLANTES,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,31,9,40,542,519,1061,26.525
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H00979,UNIDAD EDUCATIVA PARTICULAR GREGORIANO,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Arriendo,Terrestre,16,6,22,215,248,463,21.04545455
ZONA 8,GUAYAS,9,GUAYAQUIL,901,FEBRES CORDERO,90104,09H00138,"UNIDAD EDUCATIVA PARTICULAR ""SAN LUIS REY DE FRANCIA""",Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Religioso,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,24,15,39,494,522,1016,26.05128205
ZONA 2,PICHINCHA,17,CAYAMBE,1702,CAYAMBE,170202,17H02189,EEB  REMIGIO CRESPO TORAL,Educación Regular,Educación Básica,Fiscal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,35,15,50,729,732,1461,29.22
ZONA 3,COTOPAXI,5,LATACUNGA,501,IGNACIO FLORES (PARQUE FLORES),50102,05H00843,ESCUELA DE EDUCACION BASICA CORONEL DE LOS BOMBEROS GALO SUBIA VILLARR0EL,Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,6,0,6,15,17,32,5.333333333
ZONA 2,PICHINCHA,17,PEDRO MONCAYO,1704,TABACUNDO,170450,17B00184,FRANCISCO ROBLES,Educación Regular,Inicial y EGB,Fiscal,UrbanaINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,4,3,7,62,47,109,15.57142857
ZONA 1,IMBABURA,10,IBARRA,1001,SAGRARIO,100103,10H00583,"CENTRO DE EDUCACION INICIAL PARTICULAR ""LA PRIMAVERA""",Educación Regular,Inicial y EGB,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,5,0,5,58,47,105,21
ZONA 3,CHIMBORAZO,6,RIOBAMBA,601,SAN LUIS,60161,06H00250,11 DE JUNIO,Popular Permanente,"Educación Básica, Alfabetización y Artesanal P.P.",Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,1,0,1,1,13,14,14
ZONA 7,LOJA,11,PALTAS,1109,LOURDES,110902,11H01136,UNIDAD EDUCATIVA SEGUNDO CUEVA CELI,Educación Regular,EGB y Bachillerato,Fiscal,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,4,7,11,60,46,106,9.636363636
ZONA 9,PICHINCHA,17,QUITO,1701,CENTRO HISTORICO,170103,17H03515,POPULAR JUAN LEON MERA,Popular Permanente,Bachillerato,Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,3,2,5,1,0,1,0.2
ZONA 9,PICHINCHA,17,QUITO,1701,IÑAQUITO,170112,17H01748,JOHANNES KEPLER,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Sierra,Hispana,Presencial,Matutina,Arriendo,Terrestre,42,19,61,415,428,843,13.81967213
ZONA 3,COTOPAXI,5,SAQUISILI,506,COCHAPAMBA,50653,05H00706,ESCUELA DE EDUCACION BASICA LIZARDO RUIZ,Educación Regular,Educación Básica,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,9,7,16,16
ZONA 9,PICHINCHA,17,QUITO,1701,PINTAG,170176,17H01956,JUAN MONTALVO,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,3,0,3,19,31,50,16.66666667
ZONA 9,PICHINCHA,17,QUITO,1701,GUAMANI,170111,17H01275,OSWALDO LOMBEYDA,Educación Regular,EGB y Bachillerato,Municipal,UrbanaINEC,Sierra,Hispana,Presencial,Matutina y Vespertina,Propio,Terrestre,33,19,52,641,622,1263,24.28846154
ZONA 4,MANABI,13,CHONE,1303,CONVENTO,130353,13H01194,PEDRO PEÑA BRAVO,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,5,3,8,8
ZONA 2,ORELLANA,22,AGUARICO,2202,CONONACO,220252,22B00168,DICARO,Educación Regular,"Inicial, Educación Básica y Bachillerato",Fiscal,RuralINEC,Sierra,Bilingüe,Presencial,Matutina,Propio,Terrestre,2,8,10,54,73,127,12.7
ZONA 2,ORELLANA,22,LA JOYA DE LOS SACHAS,2203,TRES DE NOVIEMBRE,220357,22H00520,SAN JOSE DEL  CHAMANAL,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Sierra,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,8,3,11,11
ZONA 5,SANTA ELENA,24,SANTA ELENA,2401,COLONCHE,240152,24H00073,MEDARDO ANGEL SILVA,Educación Regular,Inicial y EGB,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,5,2,7,92,88,180,25.71428571
ZONA 8,GUAYAS,9,GUAYAQUIL,901,TARQUI,90112,09H00790,UNIDAD EDUCATIVA PARTICULAR SAGRADA FAMILIA DE NAZARETH,Educación Regular,EGB y Bachillerato,Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,17,7,24,249,276,525,21.875
ZONA 5,GUAYAS,9,DAULE,906,LAUREL,90653,09H03367,ESCUELA DE EDUCACION BASICA RODRIGO BORJA CEVALLOS,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,0,1,1,10,14,24,24
ZONA 7,LOJA,11,PALTAS,1109,YAMANA,110959,11H01250,ESCUELA DE EDUCACION BASICA FILOMENO ABERTANO VALAREZO ROMAN,Educación Regular,Educación Básica,Fiscal,RuralINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,1,0,1,4,5,9,9
ZONA 4,MANABI,13,SANTA ANA,1313,SANTA ANA,131301,13H03192,UNIDAD EDUCATIVA PARTICULAR CIUDAD DE SANTA ANA,Educación Regular,"Inicial, Educación Básica y Bachillerato",Particular Laico,UrbanaINEC,Costa,Hispana,Presencial,Matutina,Propio,Terrestre,12,4,16,143,97,240,15
